I (3198) APP: PIN 13, HIGH
I (5078) APP: PIN 13, HIGH
I (5078) APP: PIN 13, HIGH
I (5078) APP: PIN 13, HIGH
I (5078) APP: PIN 13, HIGH
I (5078) APP: PIN 13, HIGH
I (5079) APP: PIN 13, HIGH
I (5079) APP: PIN 13, HIGH
I (5079) APP: PIN 13, HIGH
I (5079) APP: PIN 13, HIGH
I (5079) APP: PIN 13, HIGH
I (5080) APP: PIN 13, HIGH
I (5080) APP: PIN 13, HIGH
I (5080) APP: PIN 13, HIGH
I (5080) APP: PIN 13, HIGH
I (5080) APP: PIN 13, HIGH
I (5081) APP: PIN 13, HIGH
I (5081) APP: PIN 13, HIGH
I (5081) APP: PIN 13, HIGH
I (5081) APP: PIN 13, HIGH
I (5081) APP: PIN 13, HIGH
I (5081) APP: PIN 13, HIGH
I (5082) APP: PIN 13, HIGH
I (5082) APP: PIN 13, HIGH
I (5082) APP: PIN 13, HIGH
I (5082) APP: PIN 13, HIGH
I (5083) APP: PIN 13, HIGH
I (5083) APP: PIN 13, HIGH
I (5083) APP: PIN 13, HIGH
I (5083) APP: PIN 13, HIGH
I (5083) APP: PIN 13, HIGH
I (5084) APP: PIN 13, HIGH
I (5084) APP: PIN 13, HIGH
I (5084) APP: PIN 13, HIGH
I (5084) APP: PIN 13, HIGH
I (5084) APP: PIN 13, HIGH
I (5085) APP: PIN 13, HIGH
I (5085) APP: PIN 13, HIGH
I (5085) APP: PIN 13, HIGH
I (5086) APP: PIN 13, HIGH
I (5086) APP: PIN 13, HIGH
I (5086) APP: PIN 13, HIGH
I (5086) APP: PIN 13, HIGH
I (5086) APP: PIN 13, HIGH
I (5087) APP: PIN 13, HIGH
I (5087) APP: PIN 13, HIGH
I (5087) APP: PIN 13, HIGH
I (5087) APP: PIN 13, HIGH
I (5087) APP: PIN 13, HIGH
I (5088) APP: PIN 13, HIGH
I (5088) APP: PIN 13, HIGH
I (5088) APP: PIN 13, HIGH
I (5088) APP: PIN 13, HIGH
I (5088) APP: PIN 13, HIGH
I (5089) APP: PIN 13, HIGH
I (5089) APP: PIN 13, HIGH
I (5089) APP: PIN 13, HIGH
I (5089) APP: PIN 13, HIGH
I (5089) APP: PIN 13, HIGH
I (5090) APP: PIN 13, HIGH
I (5090) APP: PIN 13, HIGH
I (5090) APP: PIN 13, HIGH
I (5090) APP: PIN 13, HIGH
I (5090) APP: PIN 13, HIGH
I (5091) APP: PIN 13, HIGH
I (5091) APP: PIN 13, HIGH
I (5091) APP: PIN 13, HIGH
I (5091) APP: PIN 13, HIGH
I (5091) APP: PIN 13, HIGH
I (5091) APP: PIN 13, HIGH
I (5092) APP: PIN 13, HIGH
I (5092) APP: PIN 13, HIGH
I (5092) APP: PIN 13, HIGH
I (5092) APP: PIN 13, HIGH
I (5092) APP: PIN 13, HIGH
I (5093) APP: PIN 13, HIGH
I (5093) APP: PIN 13, HIGH
I (5093) APP: PIN 13, HIGH
I (5093) APP: PIN 13, HIGH
I (5093) APP: PIN 13, HIGH
I (5094) APP: PIN 13, HIGH
I (5094) APP: PIN 13, HIGH
I (5094) APP: PIN 13, HIGH
I (5094) APP: PIN 13, HIGH
I (5094) APP: PIN 13, HIGH
I (5094) APP: PIN 13, HIGH
I (5095) APP: PIN 13, HIGH
I (5095) APP: PIN 13, HIGH
I (5095) APP: PIN 13, HIGH
I (5095) APP: PIN 13, HIGH
I (5096) APP: PIN 13, HIGH
I (5096) APP: PIN 13, HIGH
I (5096) APP: PIN 13, HIGH
I (5096) APP: PIN 13, HIGH
I (5096) APP: PIN 13, HIGH
I (5097) APP: PIN 13, HIGH
I (5097) APP: PIN 13, HIGH
I (5097) APP: PIN 13, HIGH
I (5097) APP: PIN 13, HIGH
I (5097) APP: PIN 13, HIGH
I (5097) APP: PIN 13, HIGH
I (5098) APP: PIN 13, HIGH
I (5098) APP: PIN 13, HIGH
I (5098) APP: PIN 13, HIGH
I (5098) APP: PIN 13, HIGH
I (5098) APP: PIN 13, HIGH
I (5099) APP: PIN 13, HIGH
I (5099) APP: PIN 13, HIGH
I (5099) APP: PIN 13, HIGH
I (5099) APP: PIN 13, HIGH
I (5099) APP: PIN 13, HIGH
I (5099) APP: PIN 13, HIGH
I (5099) APP: PIN 13, HIGH
I (5100) APP: PIN 13, HIGH
I (5100) APP: PIN 13, HIGH
I (5100) APP: PIN 13, HIGH
I (5101) APP: PIN 13, HIGH
I (5101) APP: PIN 13, HIGH
I (5101) APP: PIN 13, HIGH
I (5101) APP: PIN 13, HIGH
I (5101) APP: PIN 13, HIGH
I (5101) APP: PIN 13, HIGH
I (5102) APP: PIN 13, HIGH
I (5102) APP: PIN 13, HIGH
I (5102) APP: PIN 13, HIGH
I (5102) APP: PIN 13, HIGH
I (5102) APP: PIN 13, HIGH
I (5103) APP: PIN 13, HIGH
I (5103) APP: PIN 13, HIGH
I (5103) APP: PIN 13, HIGH
I (5103) APP: PIN 13, HIGH
I (5103) APP: PIN 13, HIGH
I (5104) APP: PIN 13, HIGH
I (5104) APP: PIN 13, HIGH
I (5104) APP: PIN 13, HIGH
I (5104) APP: PIN 13, HIGH
I (5104) APP: PIN 13, HIGH
I (5104) APP: PIN 13, HIGH
I (5105) APP: PIN 13, HIGH
I (5105) APP: PIN 13, HIGH
I (5105) APP: PIN 13, HIGH
I (5105) APP: PIN 13, HIGH
I (5106) APP: PIN 13, HIGH
I (5106) APP: PIN 13, HIGH
I (5106) APP: PIN 13, HIGH
I (5106) APP: PIN 13, HIGH
I (5106) APP: PIN 13, HIGH
I (5106) APP: PIN 13, HIGH
I (5107) APP: PIN 13, HIGH
I (5107) APP: PIN 13, HIGH
I (5107) APP: PIN 13, HIGH
I (5107) APP: PIN 13, HIGH
I (5108) APP: PIN 13, HIGH
I (5108) APP: PIN 13, HIGH
I (5108) APP: PIN 13, HIGH
I (5108) APP: PIN 13, HIGH
I (5108) APP: PIN 13, HIGH
I (5108) APP: PIN 13, HIGH
I (5109) APP: PIN 13, HIGH
I (5109) APP: PIN 13, HIGH
I (5109) APP: PIN 13, HIGH
I (5109) APP: PIN 13, HIGH
I (5110) APP: PIN 13, HIGH
I (5110) APP: PIN 13, HIGH
I (5110) APP: PIN 13, HIGH
I (5110) APP: PIN 13, HIGH
I (5110) APP: PIN 13, HIGH
I (5110) APP: PIN 13, HIGH
I (5111) APP: PIN 13, HIGH
I (5111) APP: PIN 13, HIGH
I (5111) APP: PIN 13, HIGH
I (5111) APP: PIN 13, HIGH
I (5111) APP: PIN 13, HIGH
I (5112) APP: PIN 13, HIGH
I (5112) APP: PIN 13, HIGH
I (5112) APP: PIN 13, HIGH
I (5112) APP: PIN 13, HIGH
I (5112) APP: PIN 13, HIGH
I (5113) APP: PIN 13, HIGH
I (5113) APP: PIN 13, HIGH
I (5113) APP: PIN 13, HIGH
I (5113) APP: PIN 13, HIGH
I (5113) APP: PIN 13, HIGH
I (5114) APP: PIN 13, HIGH
I (5114) APP: PIN 13, HIGH
I (5114) APP: PIN 13, HIGH
I (5114) APP: PIN 13, HIGH
I (5114) APP: PIN 13, HIGH
I (5115) APP: PIN 13, HIGH
I (5115) APP: PIN 13, HIGH
I (5115) APP: PIN 13, HIGH
I (5115) APP: PIN 13, HIGH
I (5115) APP: PIN 13, HIGH
I (5116) APP: PIN 13, HIGH
I (5116) APP: PIN 13, HIGH
I (5116) APP: PIN 13, HIGH
I (5116) APP: PIN 13, HIGH
I (5116) APP: PIN 13, HIGH
I (5117) APP: PIN 13, HIGH
I (5117) APP: PIN 13, HIGH
I (5117) APP: PIN 13, HIGH
I (5117) APP: PIN 13, HIGH
I (5117) APP: PIN 13, HIGH
I (5118) APP: PIN 13, HIGH
I (5118) APP: PIN 13, HIGH
I (5118) APP: PIN 13, HIGH
I (5118) APP: PIN 13, HIGH
I (5118) APP: PIN 13, HIGH
I (5119) APP: PIN 13, HIGH
I (5119) APP: PIN 13, HIGH
I (5119) APP: PIN 13, HIGH
I (5119) APP: PIN 13, HIGH
I (5119) APP: PIN 13, HIGH
I (5120) APP: PIN 13, HIGH
I (5120) APP: PIN 13, HIGH
I (5120) APP: PIN 13, HIGH
I (5120) APP: PIN 13, HIGH
I (5120) APP: PIN 13, HIGH
I (5120) APP: PIN 13, HIGH
I (5121) APP: PIN 13, HIGH
I (5121) APP: PIN 13, HIGH
I (5121) APP: PIN 13, HIGH
I (5122) APP: PIN 13, HIGH
I (5122) APP: PIN 13, HIGH
I (5122) APP: PIN 13, HIGH
I (5122) APP: PIN 13, HIGH
I (5122) APP: PIN 13, HIGH
I (5122) APP: PIN 13, HIGH
I (5123) APP: PIN 13, HIGH
I (5123) APP: PIN 13, HIGH
I (5123) APP: PIN 13, HIGH
I (5123) APP: PIN 13, HIGH
I (5124) APP: PIN 13, HIGH
I (5124) APP: PIN 13, HIGH
I (5124) APP: PIN 13, HIGH
I (5124) APP: PIN 13, HIGH
I (5124) APP: PIN 13, HIGH
I (5125) APP: PIN 13, HIGH
I (5125) APP: PIN 13, HIGH
I (5125) APP: PIN 13, HIGH
I (5125) APP: PIN 13, HIGH
I (5125) APP: PIN 13, HIGH
I (5126) APP: PIN 13, HIGH
I (5126) APP: PIN 13, HIGH
I (5126) APP: PIN 13, HIGH
I (5126) APP: PIN 13, HIGH
I (5126) APP: PIN 13, HIGH
I (5126) APP: PIN 13, HIGH
I (5127) APP: PIN 13, HIGH
I (5127) APP: PIN 13, HIGH
I (5127) APP: PIN 13, HIGH
I (5127) APP: PIN 13, HIGH
I (5128) APP: PIN 13, HIGH
I (5128) APP: PIN 13, HIGH
I (5128) APP: PIN 13, HIGH
I (5128) APP: PIN 13, HIGH
I (5128) APP: PIN 13, HIGH
I (5129) APP: PIN 13, HIGH
I (5129) APP: PIN 13, HIGH
I (5129) APP: PIN 13, HIGH
I (5129) APP: PIN 13, HIGH
I (5129) APP: PIN 13, HIGH
I (5129) APP: PIN 13, HIGH
I (5130) APP: PIN 13, HIGH
I (5130) APP: PIN 13, HIGH
I (5130) APP: PIN 13, HIGH
I (5130) APP: PIN 13, HIGH
I (5131) APP: PIN 13, HIGH
I (5131) APP: PIN 13, HIGH
I (5131) APP: PIN 13, HIGH
I (5132) APP: PIN 13, HIGH
I (5132) APP: PIN 13, HIGH
I (5132) APP: PIN 13, HIGH
I (5132) APP: PIN 13, HIGH
I (5132) APP: PIN 13, HIGH
I (5133) APP: PIN 13, HIGH
I (5133) APP: PIN 13, HIGH
I (5133) APP: PIN 13, HIGH
I (5133) APP: PIN 13, HIGH
I (5134) APP: PIN 13, HIGH
I (5134) APP: PIN 13, HIGH
I (5134) APP: PIN 13, HIGH
I (5134) APP: PIN 13, HIGH
I (5134) APP: PIN 13, HIGH
I (5135) APP: PIN 13, HIGH
I (5135) APP: PIN 13, HIGH
I (5135) APP: PIN 13, HIGH
I (5135) APP: PIN 13, HIGH
I (5135) APP: PIN 13, HIGH
I (5136) APP: PIN 13, HIGH
I (5136) APP: PIN 13, HIGH
I (5136) APP: PIN 13, HIGH
I (5136) APP: PIN 13, HIGH
I (5137) APP: PIN 13, HIGH
I (5137) APP: PIN 13, HIGH
I (5137) APP: PIN 13, HIGH
I (5137) APP: PIN 13, HIGH
I (5137) APP: PIN 13, HIGH
I (5138) APP: PIN 13, HIGH
I (5138) APP: PIN 13, HIGH
I (5138) APP: PIN 13, HIGH
I (5138) APP: PIN 13, HIGH
I (5139) APP: PIN 13, HIGH
I (5139) APP: PIN 13, HIGH
I (5139) APP: PIN 13, HIGH
I (5139) APP: PIN 13, HIGH
I (5139) APP: PIN 13, HIGH
I (5140) APP: PIN 13, HIGH
I (5140) APP: PIN 13, HIGH
I (5140) APP: PIN 13, HIGH
I (5140) APP: PIN 13, HIGH
I (5140) APP: PIN 13, HIGH
I (5141) APP: PIN 13, HIGH
I (5141) APP: PIN 13, HIGH
I (5141) APP: PIN 13, HIGH
I (5141) APP: PIN 13, HIGH
I (5141) APP: PIN 13, HIGH
I (5141) APP: PIN 13, HIGH
I (5142) APP: PIN 13, HIGH
I (5142) APP: PIN 13, HIGH
I (5142) APP: PIN 13, HIGH
I (5142) APP: PIN 13, HIGH
I (5142) APP: PIN 13, HIGH
I (5143) APP: PIN 13, HIGH
I (5143) APP: PIN 13, HIGH
I (5143) APP: PIN 13, HIGH
I (5143) APP: PIN 13, HIGH
I (5143) APP: PIN 13, HIGH
I (5144) APP: PIN 13, HIGH
I (5144) APP: PIN 13, HIGH
I (5144) APP: PIN 13, HIGH
I (5144) APP: PIN 13, HIGH
I (5144) APP: PIN 13, HIGH
I (5144) APP: PIN 13, HIGH
I (5145) APP: PIN 13, HIGH
I (5145) APP: PIN 13, HIGH
I (5145) APP: PIN 13, HIGH
I (5146) APP: PIN 13, HIGH
I (5146) APP: PIN 13, HIGH
I (5146) APP: PIN 13, HIGH
I (5146) APP: PIN 13, HIGH
I (5146) APP: PIN 13, HIGH
I (5146) APP: PIN 13, HIGH
I (5147) APP: PIN 13, HIGH
I (5147) APP: PIN 13, HIGH
I (5147) APP: PIN 13, HIGH
I (5147) APP: PIN 13, HIGH
I (5148) APP: PIN 13, HIGH
I (5148) APP: PIN 13, HIGH
I (5148) APP: PIN 13, HIGH
I (5148) APP: PIN 13, HIGH
I (5148) APP: PIN 13, HIGH
I (5148) APP: PIN 13, HIGH
I (5149) APP: PIN 13, HIGH
I (5149) APP: PIN 13, HIGH
I (5149) APP: PIN 13, HIGH
I (5149) APP: PIN 13, HIGH
I (5150) APP: PIN 13, HIGH
I (5150) APP: PIN 13, HIGH
I (5150) APP: PIN 13, HIGH
I (5150) APP: PIN 13, HIGH
I (5150) APP: PIN 13, HIGH
I (5151) APP: PIN 13, HIGH
I (5151) APP: PIN 13, HIGH
I (5151) APP: PIN 13, HIGH
I (5151) APP: PIN 13, HIGH
I (5151) APP: PIN 13, HIGH
I (5152) APP: PIN 13, HIGH
I (5152) APP: PIN 13, HIGH
I (5152) APP: PIN 13, HIGH
I (5152) APP: PIN 13, HIGH
I (5152) APP: PIN 13, HIGH
I (5153) APP: PIN 13, HIGH
I (5153) APP: PIN 13, HIGH
I (5153) APP: PIN 13, HIGH
I (5153) APP: PIN 13, HIGH
I (5153) APP: PIN 13, HIGH
I (5154) APP: PIN 13, HIGH
I (5154) APP: PIN 13, HIGH
I (5154) APP: PIN 13, HIGH
I (5154) APP: PIN 13, HIGH
I (5155) APP: PIN 13, HIGH
I (5155) APP: PIN 13, HIGH
I (5155) APP: PIN 13, HIGH
I (5155) APP: PIN 13, HIGH
I (5155) APP: PIN 13, HIGH
I (5156) APP: PIN 13, HIGH
I (5156) APP: PIN 13, HIGH
I (5156) APP: PIN 13, HIGH
I (5156) APP: PIN 13, HIGH
I (5156) APP: PIN 13, HIGH
I (5157) APP: PIN 13, HIGH
I (5157) APP: PIN 13, HIGH
I (5157) APP: PIN 13, HIGH
I (5157) APP: PIN 13, HIGH
I (5158) APP: PIN 13, HIGH
I (5158) APP: PIN 13, HIGH
I (5158) APP: PIN 13, HIGH
I (5158) APP: PIN 13, HIGH
I (5158) APP: PIN 13, HIGH
I (5159) APP: PIN 13, HIGH
I (5159) APP: PIN 13, HIGH
I (5159) APP: PIN 13, HIGH
I (5159) APP: PIN 13, HIGH
I (5159) APP: PIN 13, HIGH
I (5160) APP: PIN 13, HIGH
I (5160) APP: PIN 13, HIGH
I (5160) APP: PIN 13, HIGH
I (5160) APP: PIN 13, HIGH
I (5160) APP: PIN 13, HIGH
I (5161) APP: PIN 13, HIGH
I (5161) APP: PIN 13, HIGH
I (5161) APP: PIN 13, HIGH
I (5161) APP: PIN 13, HIGH
I (5161) APP: PIN 13, HIGH
I (5162) APP: PIN 13, HIGH
I (5162) APP: PIN 13, HIGH
I (5162) APP: PIN 13, HIGH
I (5162) APP: PIN 13, HIGH
I (5163) APP: PIN 13, HIGH
I (5163) APP: PIN 13, HIGH
I (5163) APP: PIN 13, HIGH
I (5163) APP: PIN 13, HIGH
I (5163) APP: PIN 13, HIGH
I (5163) APP: PIN 13, HIGH
I (5164) APP: PIN 13, HIGH
I (5164) APP: PIN 13, HIGH
I (5164) APP: PIN 13, HIGH
I (5164) APP: PIN 13, HIGH
I (5164) APP: PIN 13, HIGH
I (5165) APP: PIN 13, HIGH
I (5165) APP: PIN 13, HIGH
I (5165) APP: PIN 13, HIGH
I (5165) APP: PIN 13, HIGH
I (5166) APP: PIN 13, HIGH
I (5166) APP: PIN 13, HIGH
I (5166) APP: PIN 13, HIGH
I (5166) APP: PIN 13, HIGH
I (5167) APP: PIN 13, HIGH
I (5167) APP: PIN 13, HIGH
I (5167) APP: PIN 13, HIGH
I (5167) APP: PIN 13, HIGH
I (5167) APP: PIN 13, HIGH
I (5168) APP: PIN 13, HIGH
I (5168) APP: PIN 13, HIGH
I (5168) APP: PIN 13, HIGH
I (5168) APP: PIN 13, HIGH
I (5168) APP: PIN 13, HIGH
I (5169) APP: PIN 13, HIGH
I (5169) APP: PIN 13, HIGH
I (5169) APP: PIN 13, HIGH
I (5169) APP: PIN 13, HIGH
I (5169) APP: PIN 13, HIGH
I (5170) APP: PIN 13, HIGH
I (5170) APP: PIN 13, HIGH
I (5170) APP: PIN 13, HIGH
I (5170) APP: PIN 13, HIGH
I (5170) APP: PIN 13, HIGH
I (5171) APP: PIN 13, HIGH
I (5171) APP: PIN 13, HIGH
I (5171) APP: PIN 13, HIGH
I (5171) APP: PIN 13, HIGH
I (5171) APP: PIN 13, HIGH
I (5172) APP: PIN 13, HIGH
I (5172) APP: PIN 13, HIGH
I (5172) APP: PIN 13, HIGH
I (5172) APP: PIN 13, HIGH
I (5172) APP: PIN 13, HIGH
I (5172) APP: PIN 13, HIGH
I (5173) APP: PIN 13, HIGH
I (5173) APP: PIN 13, HIGH
I (5173) APP: PIN 13, HIGH
I (5173) APP: PIN 13, HIGH
I (5173) APP: PIN 13, HIGH
I (5174) APP: PIN 13, HIGH
I (5174) APP: PIN 13, HIGH
I (5174) APP: PIN 13, HIGH
I (5174) APP: PIN 13, HIGH
I (5174) APP: PIN 13, HIGH
I (5174) APP: PIN 13, HIGH
I (5175) APP: PIN 13, HIGH
I (5175) APP: PIN 13, HIGH
I (5175) APP: PIN 13, HIGH
I (5175) APP: PIN 13, HIGH
I (5176) APP: PIN 13, HIGH
I (5176) APP: PIN 13, HIGH
I (5176) APP: PIN 13, HIGH
I (5176) APP: PIN 13, HIGH
I (5176) APP: PIN 13, HIGH
I (5177) APP: PIN 13, HIGH
I (5177) APP: PIN 13, HIGH
I (5177) APP: PIN 13, HIGH
I (5177) APP: PIN 13, HIGH
I (5177) APP: PIN 13, HIGH
I (5177) APP: PIN 13, HIGH
I (5178) APP: PIN 13, HIGH
I (5178) APP: PIN 13, HIGH
I (5178) APP: PIN 13, HIGH
I (5178) APP: PIN 13, HIGH
I (5178) APP: PIN 13, HIGH
I (5179) APP: PIN 13, HIGH
I (5179) APP: PIN 13, HIGH
I (5179) APP: PIN 13, HIGH
I (5179) APP: PIN 13, HIGH
I (5179) APP: PIN 13, HIGH
I (5179) APP: PIN 13, HIGH
I (5180) APP: PIN 13, HIGH
I (5180) APP: PIN 13, HIGH
I (5180) APP: PIN 13, HIGH
I (5180) APP: PIN 13, HIGH
I (5180) APP: PIN 13, HIGH
I (5181) APP: PIN 13, HIGH
I (5181) APP: PIN 13, HIGH
I (5181) APP: PIN 13, HIGH
I (5181) APP: PIN 13, HIGH
I (5181) APP: PIN 13, HIGH
I (5182) APP: PIN 13, HIGH
I (5182) APP: PIN 13, HIGH
I (5182) APP: PIN 13, HIGH
I (5182) APP: PIN 13, HIGH
I (5182) APP: PIN 13, HIGH
I (5183) APP: PIN 13, HIGH
I (5183) APP: PIN 13, HIGH
I (5183) APP: PIN 13, HIGH
I (5183) APP: PIN 13, HIGH
I (5183) APP: PIN 13, HIGH
I (5184) APP: PIN 13, HIGH
I (5184) APP: PIN 13, HIGH
I (5184) APP: PIN 13, HIGH
I (5184) APP: PIN 13, HIGH
I (5184) APP: PIN 13, HIGH
I (5184) APP: PIN 13, HIGH
I (5185) APP: PIN 13, HIGH
I (5185) APP: PIN 13, HIGH
I (5185) APP: PIN 13, HIGH
I (5185) APP: PIN 13, HIGH
I (5186) APP: PIN 13, HIGH
I (5186) APP: PIN 13, HIGH
I (5186) APP: PIN 13, HIGH
I (5186) APP: PIN 13, HIGH
I (5186) APP: PIN 13, HIGH
I (5186) APP: PIN 13, HIGH
I (5187) APP: PIN 13, HIGH
I (5187) APP: PIN 13, HIGH
I (5187) APP: PIN 13, HIGH
I (5187) APP: PIN 13, HIGH
I (5187) APP: PIN 13, HIGH
I (5188) APP: PIN 13, HIGH
I (5188) APP: PIN 13, HIGH
I (5188) APP: PIN 13, HIGH
I (5188) APP: PIN 13, HIGH
I (5188) APP: PIN 13, HIGH
I (5189) APP: PIN 13, HIGH
I (5189) APP: PIN 13, HIGH
I (5189) APP: PIN 13, HIGH
I (5189) APP: PIN 13, HIGH
I (5189) APP: PIN 13, HIGH
I (5190) APP: PIN 13, HIGH
I (5190) APP: PIN 13, HIGH
I (5190) APP: PIN 13, HIGH
I (5190) APP: PIN 13, HIGH
I (5190) APP: PIN 13, HIGH
I (5191) APP: PIN 13, HIGH
I (5191) APP: PIN 13, HIGH
I (5191) APP: PIN 13, HIGH
I (5191) APP: PIN 13, HIGH
I (5192) APP: PIN 13, HIGH
I (5192) APP: PIN 13, HIGH
I (5192) APP: PIN 13, HIGH
I (5192) APP: PIN 13, HIGH
I (5193) APP: PIN 13, HIGH
I (5193) APP: PIN 13, HIGH
I (5193) APP: PIN 13, HIGH
I (5193) APP: PIN 13, HIGH
I (5193) APP: PIN 13, HIGH
I (5194) APP: PIN 13, HIGH
I (5194) APP: PIN 13, HIGH
I (5194) APP: PIN 13, HIGH
I (5194) APP: PIN 13, HIGH
I (5194) APP: PIN 13, HIGH
I (5195) APP: PIN 13, HIGH
I (5195) APP: PIN 13, HIGH
I (5195) APP: PIN 13, HIGH
I (5195) APP: PIN 13, HIGH
I (5195) APP: PIN 13, HIGH
I (5195) APP: PIN 13, HIGH
I (5196) APP: PIN 13, HIGH
I (5196) APP: PIN 13, HIGH
I (5196) APP: PIN 13, HIGH
I (5196) APP: PIN 13, HIGH
I (5196) APP: PIN 13, HIGH
I (5197) APP: PIN 13, HIGH
I (5197) APP: PIN 13, HIGH
I (5197) APP: PIN 13, HIGH
I (5197) APP: PIN 13, HIGH
I (5197) APP: PIN 13, HIGH
I (5197) APP: PIN 13, HIGH
I (5198) APP: PIN 13, HIGH
I (5198) APP: PIN 13, HIGH
I (5198) APP: PIN 13, HIGH
I (5198) APP: PIN 13, HIGH
I (5199) APP: PIN 13, HIGH
I (5199) APP: PIN 13, HIGH
I (5199) APP: PIN 13, HIGH
I (5199) APP: PIN 13, HIGH
I (5200) APP: PIN 13, HIGH
I (5200) APP: PIN 13, HIGH
I (5200) APP: PIN 13, HIGH
I (5200) APP: PIN 13, HIGH
I (5201) APP: PIN 13, HIGH
I (5201) APP: PIN 13, HIGH
I (5201) APP: PIN 13, HIGH
I (5201) APP: PIN 13, HIGH
I (5201) APP: PIN 13, HIGH
I (5202) APP: PIN 13, HIGH
I (5202) APP: PIN 13, HIGH
I (5202) APP: PIN 13, HIGH
I (5202) APP: PIN 13, HIGH
I (5202) APP: PIN 13, HIGH
I (5203) APP: PIN 13, HIGH
I (5203) APP: PIN 13, HIGH
I (5203) APP: PIN 13, HIGH
I (5203) APP: PIN 13, HIGH
I (5204) APP: PIN 13, HIGH
I (5204) APP: PIN 13, HIGH
I (5204) APP: PIN 13, HIGH
I (5204) APP: PIN 13, HIGH
I (5204) APP: PIN 13, HIGH
I (5205) APP: PIN 13, HIGH
I (5205) APP: PIN 13, HIGH
I (5205) APP: PIN 13, HIGH
I (5206) APP: PIN 13, HIGH
I (5206) APP: PIN 13, HIGH
I (5206) APP: PIN 13, HIGH
I (5206) APP: PIN 13, HIGH
I (5206) APP: PIN 13, HIGH
I (5207) APP: PIN 13, HIGH
I (5207) APP: PIN 13, HIGH
I (5207) APP: PIN 13, HIGH
I (5207) APP: PIN 13, HIGH
I (5207) APP: PIN 13, HIGH
I (5207) APP: PIN 13, HIGH
I (5208) APP: PIN 13, HIGH
I (5208) APP: PIN 13, HIGH
I (5208) APP: PIN 13, HIGH
I (5208) APP: PIN 13, HIGH
I (5208) APP: PIN 13, HIGH
I (5209) APP: PIN 13, HIGH
I (5209) APP: PIN 13, HIGH
I (5209) APP: PIN 13, HIGH
I (5209) APP: PIN 13, HIGH
I (5209) APP: PIN 13, HIGH
I (5210) APP: PIN 13, HIGH
I (5210) APP: PIN 13, HIGH
I (5210) APP: PIN 13, HIGH
I (5210) APP: PIN 13, HIGH
I (5210) APP: PIN 13, HIGH
I (5210) APP: PIN 13, HIGH
I (5211) APP: PIN 13, HIGH
I (5211) APP: PIN 13, HIGH
I (5211) APP: PIN 13, HIGH
I (5211) APP: PIN 13, HIGH
I (5211) APP: PIN 13, HIGH
I (5212) APP: PIN 13, HIGH
I (5212) APP: PIN 13, HIGH
I (5212) APP: PIN 13, HIGH
I (5212) APP: PIN 13, HIGH
I (5212) APP: PIN 13, HIGH
I (5213) APP: PIN 13, HIGH
I (5213) APP: PIN 13, HIGH
I (5213) APP: PIN 13, HIGH
I (5213) APP: PIN 13, HIGH
I (5213) APP: PIN 13, HIGH
I (5214) APP: PIN 13, HIGH
I (5214) APP: PIN 13, HIGH
I (5214) APP: PIN 13, HIGH
I (5214) APP: PIN 13, HIGH
I (5215) APP: PIN 13, HIGH
I (5215) APP: PIN 13, HIGH
I (5215) APP: PIN 13, HIGH
I (5215) APP: PIN 13, HIGH
I (5215) APP: PIN 13, HIGH
I (5216) APP: PIN 13, HIGH
I (5216) APP: PIN 13, HIGH
I (5216) APP: PIN 13, HIGH
I (5216) APP: PIN 13, HIGH
I (5217) APP: PIN 13, HIGH
I (5217) APP: PIN 13, HIGH
I (5217) APP: PIN 13, HIGH
I (5217) APP: PIN 13, HIGH
I (5217) APP: PIN 13, HIGH
I (5218) APP: PIN 13, HIGH
I (5218) APP: PIN 13, HIGH
I (5218) APP: PIN 13, HIGH
I (5218) APP: PIN 13, HIGH
I (5218) APP: PIN 13, HIGH
I (5219) APP: PIN 13, HIGH
I (5219) APP: PIN 13, HIGH
I (5219) APP: PIN 13, HIGH
I (5219) APP: PIN 13, HIGH
I (5219) APP: PIN 13, HIGH
I (5220) APP: PIN 13, HIGH
I (5220) APP: PIN 13, HIGH
I (5220) APP: PIN 13, HIGH
I (5220) APP: PIN 13, HIGH
I (5220) APP: PIN 13, HIGH
I (5221) APP: PIN 13, HIGH
I (5221) APP: PIN 13, HIGH
I (5221) APP: PIN 13, HIGH
I (5221) APP: PIN 13, HIGH
I (5221) APP: PIN 13, HIGH
I (5222) APP: PIN 13, HIGH
I (5222) APP: PIN 13, HIGH
I (5222) APP: PIN 13, HIGH
I (5222) APP: PIN 13, HIGH
I (5222) APP: PIN 13, HIGH
I (5223) APP: PIN 13, HIGH
I (5223) APP: PIN 13, HIGH
I (5223) APP: PIN 13, HIGH
I (5223) APP: PIN 13, HIGH
I (5223) APP: PIN 13, HIGH
I (5224) APP: PIN 13, HIGH
I (5224) APP: PIN 13, HIGH
I (5224) APP: PIN 13, HIGH
I (5224) APP: PIN 13, HIGH
I (5225) APP: PIN 13, HIGH
I (5225) APP: PIN 13, HIGH
I (5225) APP: PIN 13, HIGH
I (5225) APP: PIN 13, HIGH
I (5225) APP: PIN 13, HIGH
I (5225) APP: PIN 13, HIGH
I (5226) APP: PIN 13, HIGH
I (5226) APP: PIN 13, HIGH
I (5226) APP: PIN 13, HIGH
I (5226) APP: PIN 13, HIGH
I (5227) APP: PIN 13, HIGH
